"","X.1","X","ResponseId","Q141_First.Click","Q141_Last.Click","Q141_Page.Submit","Q141_Click.Count","label1_1","label2_1","label3_1","severe","likelihood1","likelihood2","likelihood3","likelihood4","adjustMyTreatment1","adjustMyTreatment2","adjustMyTreatment3","adjustMyTreatment4","concernsOpen","treat1_1","treat2_1","treatSum_1","treatAvg_1","treatmentWhy_1","initiative_1","exaggerate_1","honest_1","clearer_1","givingUp_1","lazy_1","motivated_1","healthImproves_1","attributions_1","treat1_2","treat2_2","treatSum_2","treatAvg_2","treatmentWhy_2","initiative_2","exaggerate_2","honest_2","clearer_2","givingUp_2","lazy_2","motivated_2","healthImproves_2","attributions_2","moveForwardOpen","label1_2","label2_2","label3_2","ladderDave","insurance_Patient","incomeDave","ed_Patient","manipulationCheck","healthLit_Patient","perspective1","perspective2","perspective3","perspective4","perspective5","perspective6","age_Self","gender_Self","gender_5_TEXT","race_Self","race_6_TEXT","race_7_TEXT","ladder_Self","income_Self","incomeYouth","ed_Own","ed_Dad","ed_Mom","politics_Self","telemed","patient","conditionRace","conditionSES","likelihood2Recode","likelihood3Recode","bias","raceFactor","incomeFactor","edParent","treatRecode1_1","treatRecode2_1","treatRecode1_2","treatRecode2_2","study","Duration..in.seconds.","Finished","RecordedDate","patientId_1","feelingTherm_1_1","feelingTherm_1_2","feelingTherm_1_3","feelingTherm_1_4","feelingTherm_1_5","feelingTherm_1_6","feelingTherm_1_7","feelingTherm_1_8","feelingTherm_1_9","feelingTherm_1_10","feelingTherm_1_11","therm_1","therm_2","therm_3","therm_4","therm_5","therm_6","therm_7","therm_8","therm_9","therm_10","therm_11","feelingTherm","incapable_1","deserve_1","difficult_1","busy_1","intelligent_1","notes_1","incapable_2","deserve_2","difficult_2","busy_2","intelligent_2","notes_2","ladder_Patient","income_Patient","idRecall_1","idRecall_2","idRecall_3","load_Effort_1","load_Difficulty_1","gender_Self_5_TEXT","race_Self_6_TEXT","race_Self_7_TEXT","income_Youth","Patient2Name","Condition","Patient2","aid","cogLoad","loadCondition","manipulationCheck_m","manipulationCheck_f","Gender","SES","jobTitle","jobTitle_6_TEXT","specialtyField","ladder_Childhood","politics_Own","yearsWork_1","specialty","jobTitle.1","yearsWorkCurrent_1","workWhere","workInsurancePercent_1","trainingDegree","trainingWhere","trainingWhere_US","trainingWhere_notUS","ref","Race"
"182",182,184,"R_1o8ac0d27Z7Qqlo",0,0,8.285,0,"professional","tall","male",3,4,3,3,2,4,3,2,4,"Patient doesn't follow through with medical procedure",6,7,3,1.5,"Even thought I am not a doctor, I would have needed a LOT more information than what was provided. Therefore to be safe, and considering that the severity of pain is not enough to warrant a physical trip to the hospital, I put Dave in between Tier 1 and Tier 2. Again, I did not have enough information to feel certain about the treatment given to Dave.",4,3,4,4,1,2,2,5,4,6,7,3,1.5,"If he didn't do the previous treatment, I can't rule out that the pain didn't improve because the treatment was ineffective. I think the same treatment should be prescribed, but given with better instructions, urging Dave the importance of following the treatment. ",4,3,5,4,3,3,2,5,4,"Same treatment. If he didn't do it, then I will not up the prescription to a higher Tier.","male","concise","preoccupied",8,1,NA,4,"Dave",5,2,3,2,2,3,3,21,"Female","",2,"","",NA,NA,NA,2,NA,NA,4,4,"White High SES","White","High SES",3,3,6,"Asian/Asian American",NA,NA,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",183,185,"R_1gClM6VSFYCS0K2",5.18,5.18,5.458,1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,4,"","","","",8,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,19,"Male","",2,"","",6,5,6,2,4,4,4,4,"Black Low SES","Black","Low SES",NA,NA,NA,"Asian/Asian American","$75,001 - $100,000",4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",184,186,"R_1NsRROVt6cqr4zU",0,0,10.067,0,"man","middleaged","pain",4,3,3,3,3,4,4,1,1,"Treatment being inaccessible",5,6,4,2,"he was in sharp pain so he might need more than over-the-counter meds. Also, he came to see the doctor about it so he probably has tried over-the-counter meds and they didn't work. ",5,3,4,3,1,3,1,5,3,7,8,2,1,"I choose over-the-counter because they are more accessible to dave and if he wants to be consistent with his treatment he should start treating with simple medication first because it is likely he has not tried anything due to his lack of initiative in taking his meds. ",1,4,4,2,1,3,1,5,3,"I would recommend that he follow my instructions ","unmotivated","busy","man",4,3,NA,2,"Dave",4,4,4,4,2,4,1,19,"Male","",4,"","",3,3,2,2,1,1,3,3,"White High SES","White","High SES",3,3,6,"Hispanic/Latinx","$30,001 - $50,000",1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",185,187,"R_ZrWxsxTwSEM6fkt",0,0,42.842,0,"male","white","middle-aged",4,2,2,2,2,4,4,4,4,"My biggest concern would be where exactly the pain in the back is coming from and how long it's been going on. I would want to know the severity of the pain as well.",6,7,3,1.5,"I would recommend an over-the-counter medicine first if the pain is not too severe. Then, I would make my way up to a weak opioid to avoid any possible sources of addiction to help reduce the pain.",5,2,4,4,1,3,1,5,2,4,5,5,2.5,"I want to slowly move up the tiers to avoid any possible addiction and to not overdo it. I would want to still start with a weak opioid and then go up to a stronger one if the pain is really that severe. It is also up to him to do what I instruct like doing exercises to help strengthen the area while also taking the pain relievers. ",1,4,2,1,1,4,1,5,1,"I would want to have a sit down with him about why he's not doing the treatments that I'm recommending because I'm not going to keep prescribing medications that are potentially highly addictive when he isn't taking the initiative to help his own health.","aimless","lazy","undetermined",3,4,3,2,"Dave",2,1,2,2,5,2,3,21,"Female","",2,"","",8,7,7,2,3,4,5,4,"White Low SES","White","Low SES",4,4,8,"Asian/Asian American","greater than $150,000",3.5,2,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",186,188,"R_3NX19rIv9BbantU",0,0,13.056,0,"Dave","man","dave",2,3,3,3,3,3,3,3,3,"His back.",5,6,4,2,"They are mild and I like drugs.",3,3,3,3,1,4,2,4,5,3,4,6,3,"More drugs!",4,2,4,4,2,4,2,4,2,"Try a collaborative approach; learn about what has worked for him the past and what he is most likely to follow through with going forward.","dave","why dave","go dave",3,2,4,2,"Dave",3,2,3,2,4,2,4,20,"Male","",1,"","",4,5,5,3,3,3,2,3,"Black Low SES","Black","Low SES",3,3,6,"White/Caucasian","$75,001 - $100,000",3,2,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",187,189,"R_Wkejot1HI2iprep",0.196,7.022,8.229,3,"Professional","Older","Man",4,2,5,2,2,3,2,2,1,"That I might not be able to do much immediately for the pain without dangerous/habit-forming medication",6,7,3,1.5,"Stronger opioids, thought very effective, are dangerous medications in the way that they can be habit-forming for people who’ve never exhibited addictive behaviors. I would never want to prescribe any strong opioids to anyone without trying non-habit forming alternatives first (mainly physical therapy). I’ve lost several family members to prescription drugs. If the patient insisted that they’ve tried over-the-counter methods and they do not work for the pain, a weaker opiate would be an acceptable prescription. I’ve also went to the doctor with similar symptoms and this was mostly how it was treated.",3,2,4,4,1,1,3,4,3,1,5,6,3,"Steroid injections can be very helpful with back pain for some folks. Maybe switching medications might be helpful. Strong opioids are a last resort, after surgery.",3,1,4,2,1,1,4,5,3,"Chronic pain is a draining condition and Dave seems like he has a busy life. As he doesn’t seem to be following directions or doing physical therapy, I would try to implore him to take the daily steps necessary to recover from lower back pain, if surgery is not an option.","Busy","Male","Relatable",5,1,5,3,"Dave",5,2,2,2,4,2,3,NA,"Other","Agender",1,"","",3,2,4,2,1,2,1,3,"Black High SES","Black","High SES",1,4,5,"White/Caucasian","$15,000 - $30,000",1.5,2,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",188,190,"R_1IhYsexx1g3D4Bz",0,0,5.034,0,"professional","office worker","responsible",4,4,5,4,1,5,3,3,4,"His willingness to comply and follow treatment plan exactly. May continue to push himself in his job and disregard his health.",5,6,4,2,"because he feels a sharp pain in his back, meaning his issue is something that should be treated with medication that is stronger than over-the counter medicine.",5,1,5,2,1,2,1,5,1,6,8,3,1.5,"I chose one over the counter so it is easily accessible to Dave and one stronger medication in the case that Dave feels that his pain is lessening, meaning he may be more motivated to try a stronger cure.",5,2,4,3,2,4,1,5,2,"I would be stricter in my treatment plan and tell him the risks he is putting on his body by not taking initiative on his health","stubborn","workaholic","independent",6,2,5,3,"Dave",1,2,1,2,4,2,4,21,"Female","",2,"","",8,7,6,3,3,3,2,4,"White High SES","White","High SES",1,2,3,"Asian/Asian American","greater than $150,000",3,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",189,191,"R_1mCONHbMYjH7HEi",0,0,5.738,0,"man","adult","healthy",4,2,4,5,2,4,5,1,2,"How cooperative Dave would be.",6,7,3,1.5,"I want to start out with less addictive painkillers first in case Dave's pain is not severe. ",2,2,4,4,1,4,2,5,4,4,5,5,2.5,"They might be more effective in treating Dave's pain.",4,4,2,2,4,5,1,4,2,"Stop issuing Dave painkillers and take a closer look. ","lazy","mal-intentioned","dishonest",3,4,2,2,"Dave",2,2,1,2,4,2,4,19,"Female","",2,"","",4,2,1,2,1,2,2,3,"Black Low SES","Black","Low SES",2,1,3,"Asian/Asian American","$15,000 - $30,000",1.5,2,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",190,192,"R_1g1qU5H89mj0x47",0,0,5.078,0,"old","man","bald",4,2,3,5,3,5,4,3,5,"properly diagnosing the problem",5,6,4,2,"i do not know the full extent of Dave's pain,  but he would not have come to the doctor if the pain was not worse than that which could be helped with some acetaminophen",4,3,5,NA,1,4,4,5,3,5,6,4,2,"He did not use the recommended pain treatment. I am going with the same treatment because I do not know how effective it is just yet.",5,3,5,2,4,4,4,5,2,"Give more reminders to Dave to take his treatment.","Irresponsible","communicative","honest",4,3,4,2,"Dave",2,4,4,4,4,2,3,20,"Male","",2,"","",8,3,3,2,3,3,1,2,"Black High SES","Black","High SES",3,1,4,"Asian/Asian American","$30,001 - $50,000",3,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",191,193,"R_3nNHRqab9DOzNAG",1.946,1.946,8.014,1,"Male","Hat","Beard",4,4,2,2,2,4,4,1,1,"My biggest concern would be him listening to the treatment I have planned.",6,8,3,1.5,"I made those recommendations based on the fact that they are the ones I have heard about. ",4,3,4,4,1,NA,NA,1,4,3,7,4,2,"I chose these because maybe a stronger opioid would require less time and would help with the pain. ",5,3,NA,3,3,3,2,5,2,"I will tell him that I cannot help him if he does not help himself. ","Forgetful ","White","Hairy",7,2,4,3,"Dave",5,3,2,2,4,3,4,19,"Female","",4,"","",4,1,2,2,2,1,1,5,"White Low SES","White","Low SES",4,4,8,"Hispanic/Latinx","less than $15,000",1.5,2,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",192,194,"R_3huvBYWNvgVJcJw",0,0,6.111,0,"Reasonable","Intelligent","Clean",2,4,4,4,2,2,1,1,2,"He may be somewhat hesitant and question each decision or information I provide. ",7,8,2,1,"His somewhat vague statements about lower back pain seems not too serious.",5,3,4,2,1,4,1,5,4,5,6,4,2,"Conditions of pain may have become worse over time. Additionally, there may have been internal doubts of the benefits of the tier 1 treatments I provided, as they are the weakest. By increasing the tier, the patient may possibly be more likely to take it, especially after feeling a stronger pain-relief than tier 1 treatments.",5,3,5,1,4,5,1,5,1,"I would do more frequent checks, maybe set up daily reminders.","Busy","Indifferent","Unreasonable",8,1,6,3,"Dave",7,2,2,2,3,3,4,19,"Female","",2,"","",6,1,7,3,4,3,3,2,"White High SES","White","High SES",2,2,4,"Asian/Asian American","less than $15,000",3.5,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",193,195,"R_2AQIcOhMSSnyk7y",0,0,5.122,0,"male","white","pain",1,3,3,3,3,3,5,1,1,"I know very little about Dave so far and will wait to know more",7,8,2,1,"Always best to attempt over the counter, simple treatments before more extreme drugs.",5,4,4,1,5,5,1,5,3,7,8,2,1,"He did not try them before so he should try them now",5,5,4,1,5,5,1,5,3,"I'll continue to recommend the same treatment until he follows it. It is his choice whether he chooses to listen to a doctor, and I get paid either way.","","","",6,2,3,2,"Dave",2,2,2,2,5,2,4,20,"Male","",1,"","",10,7,7,3,3,3,1,5,"White Low SES","White","Low SES",3,3,6,"White/Caucasian","greater than $150,000",3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",194,196,"R_1hGNZa9u0ztXKq2",0,0,7.208,0,"A man from Sacramento","Sharp pain from left side","Born in 1970",4,4,2,4,2,5,5,5,5,"His lifestyle and current health condition.",5,7,3,1.5,"Based on my memory, I think his pain level is on tier 1 and 2.",2,2,2,4,2,2,2,5,4,3,4,6,3,"The previous medicine do not improve his pain so I decided to use medicines with stronger effect.",5,4,2,4,2,4,5,5,1,"More detailed instructions and inform him to take it serious.","Strong pain but not relieved after using medicine.","Middle-age","Do not be consistent with his pain",8,1,5,2,"Dave",5,4,4,4,3,2,3,19,"Female","",2,"","",7,4,3,2,3,3,4,3,"Black High SES","Black","High SES",4,2,6,"Asian/Asian American","$50,001 - $75,000",3,2,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",195,197,"R_2QKUZx7mXTpTTgP",0,0,16.156,0,"Sharp","Pain","Sacramento",4,3,5,5,3,4,4,4,4,"Social Determinants of Health ",5,8,3,1.5,"One sentence is not enough to diagnose a patient, once there is more information about the pain I would be able to more properly find an accurate level of treatment",2,1,5,4,1,1,5,5,4,5,8,3,1.5,"Since Dave didn't have a chance to complete the regimen we are not sure if it works yet. ",1,1,5,4,1,1,5,5,5,"Talk to him. Learn more about his situation and build a connection","Back","Pain ","Sacramento",5,3,4,3,"Dave",4,2,1,2,4,2,3,21,"Female","",2,"","",9,7,6,3,4,4,4,2,"Black High SES","Black","High SES",1,1,2,"Asian/Asian American","greater than $150,000",4,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",196,198,"R_2QWYXI8x2TO6dDy",0,0,7.246,0,"pain","strong","young",4,2,4,3,2,2,2,2,4,"how to fix pain in a way that he likes",5,6,4,2,"he is in sharp pain and needs more than OTC which he could have gotten himself. ",2,1,4,4,2,1,3,5,4,5,6,4,2,"He did not have a chance to try this treatment so we will try it again. Strong opioids are addictive and do not warrant usage unless pain is more excruciating. ",3,2,4,4,2,2,3,4,4,"Ask him about circumstances or outside factors that are impacting his ability to follow the treatment plan and how we can work through them to make it easier to manage pain","pain","busy","stress",3,2,4,3,"Dave",5,2,4,2,2,2,2,21,"Male","",2,"","",10,3,7,3,4,4,3,2,"Black Low SES","Black","Low SES",2,3,5,"Asian/Asian American","$30,001 - $50,000",4,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",197,199,"R_2qrg3pXTvsQrlyN",0,0,6.323,0,"Young","Man","Healthy",4,2,2,2,1,4,5,2,2,"My biggest concerns is making sure that Dave can follow through on the treatment that I give him and that he has consistent resources.",5,7,3,1.5,"I would first give him a weak pain relief and if it doesn't work then I would give him something stronger.",4,3,4,5,1,1,4,5,4,5,7,3,1.5,"I kept the same recommendations because I don't know whether or not they will help or not. Additionally, if he doesn't have time to take a pill, then he definitely does not have time to put a topical agent on the area where he has pain. I also do not want to give him something too strong.",4,3,4,4,2,2,4,5,4,"I would give him some pain relief in the office and then try to change a lifestyle factor such as have him set an alarm for his medication when he is home. ","unmotivated","overwhelmed","confused",5,2,3,2,"Dave",3,2,3,3,4,2,2,21,"Female","",4,"","",7,1,6,2,2,4,1,3,"Black Low SES","Black","Low SES",4,4,8,"Hispanic/Latinx","less than $15,000",3,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",198,200,"R_2v7HfIOe44B6lmt",0,0,7.693,0,"white","male","nice suit",4,4,3,2,1,4,4,1,3,"If we will actually do what he needs to heal in tandem with his busy working lifestyle",1,3,7,3.5,"Steroid injections are infamous for helping with severe pain. I also chose methacodone because it is not as invasive as a surgical procedure but will take away pain",4,2,4,2,1,2,2,5,4,1,3,7,3.5,"I chose the same options as before. I think they will effectively take away the pain without needing so far as to go to surgery",1,2,4,2,4,2,1,5,2,"I will give him the benefit of the doubt that he will follow my recommendations and we will go from there, providing treatment as we go","busy","male","overloaded",8,1,6,4,"Dave",3,3,4,2,4,3,4,20,"Female","",7,"","Middle Eastern",9,7,7,3,4,4,2,4,"White High SES","White","High SES",3,4,7,"Other","greater than $150,000",4,4,3,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",199,201,"R_3nuPIzOz7fIDCQb",0,0,7.798,0,"Young ","Active","Male",4,3,4,3,2,5,5,3,3,"Ability to work treatment in with his career/work schedule, especially if his position requires being active at his job ",7,8,2,1,"I chose the two options in the lowest tier because I believe it's not necessary to go to the top tiers right away without trying topical/over the counter options first to see if that relieves anything. ",4,2,5,3,1,2,2,5,2,4,5,5,2.5,"I decided to bump up the intensity since he is not taking the over the counter prescriptions enough for it to work. I'm giving both a weak and strong opioid to compare which has a better effect for him. ",5,2,5,4,2,4,1,5,1,"I would stress the importance of him taking the prescriptions because his symptoms will never improve, and may even get worse. ","Young ","Neglectful ","Male ",4,3,3,2,"Dave",3,4,3,3,3,3,4,19,"Female","",6,"Black/Hispanic ","",7,5,6,2,3,3,3,5,"White Low SES","White","Low SES",2,3,5,"Multiracial","$75,001 - $100,000",3,1,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",200,202,"R_1dodBOe1WBJ08ur",0,0,6.345,0,"Young","Male","Black",4,4,4,4,2,4,3,2,2,"Whether the treatment will significantly impede on Dave's life",5,7,3,1.5,"I made this recommendation because i think it would be wise to start with the lowest treatment option and see if that helps him. If it doesn't, then he should move to the weak opioids. I don't think he should jump to tier one or tier two though because those are invasive procedures or medicines that have a lot of risks.",4,2,4,3,2,4,2,4,5,6,8,3,1.5,"I just chose the two other options in the same tiers 1 and 2. Since he's not following the proper recommendations, he should try it again with the same recommendations and follow the treatment plan and see if there is an improvement",2,2,4,2,3,5,2,4,2,"I would tell him that there are not going to be any improvements unless his takes his treatment plan seriously. I would not change the treatment plan and say that i I can only help him if he cooperates.","Young","Busy","not serious",7,2,4,3,"Dave",5,2,2,2,4,3,4,19,"Female","",2,"","",7,1,6,2,4,4,5,4,"Black Low SES","Black","Low SES",2,2,4,"Asian/Asian American","less than $15,000",4,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",201,203,"R_ClGk8gQMQ0DH6dH",0,0,5.005,0,"young","white","man",2,2,4,2,3,3,3,3,3,"",7,8,2,1,"",4,2,4,2,3,3,4,3,2,5,6,4,2,"I meant to choose the same treatments again, asking dave to try them out this time.",5,3,3,2,4,4,2,3,1,"I would tell Dave that he can try the tier one treatments and visit me again after several weeks. Otherwise, he may also consider seeking a second opinion.","disorganized","distracted","hesitant",4,3,3,2,"Dave",4,2,1,2,4,2,4,22,"Female","",1,"","",6,4,4,2,4,3,4,2,"White Low SES","White","Low SES",2,4,6,"White/Caucasian","$50,001 - $75,000",3.5,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
