"","X","ResponseId","Q141_First.Click","label2_1","label3_1","severe","likelihood1","likelihood2","likelihood3","likelihood4","adjustMyTreatment1","adjustMyTreatment2","adjustMyTreatment3","adjustMyTreatment4","concernsOpen","moveForwardOpen","label1_2","label2_2","label3_2","ladderDave","insurance_Patient","incomeDave","ed_Patient","manipulationCheck","healthLit_Patient","perspective1","perspective2","perspective3","perspective4","perspective5","perspective6","age_Self","gender_Self","gender_5_TEXT","race_Self","race_6_TEXT","race_7_TEXT","ladder_Self","income_Self","incomeYouth","ed_Own","ed_Dad","ed_Mom","politics_Self","telemed","patient","conditionRace","conditionSES","likelihood2Recode","likelihood3Recode","bias","raceFactor","incomeFactor","edParent","treatRecode1_1","treatRecode2_1","treatRecode1_2","treatRecode2_2","strike","treat1","treat2","treatSum","treatAvg","treatmentWhy","initiative","exaggerate","honest","clearer","givingUp","lazy","motivated","healthImproves","attributions","zScoreIncome","zScoreEd","objectiveSES","zScoreIncomeDave","zScoreEdDave","objectiveSESDave","adjust","perspective","study","Duration..in.seconds.","Finished","RecordedDate","patientId_1","feelingTherm_1_1","feelingTherm_1_2","feelingTherm_1_3","feelingTherm_1_4","feelingTherm_1_5","feelingTherm_1_6","feelingTherm_1_7","feelingTherm_1_8","feelingTherm_1_9","feelingTherm_1_10","feelingTherm_1_11","therm_1","therm_2","therm_3","therm_4","therm_5","therm_6","therm_7","therm_8","therm_9","therm_10","therm_11","feelingTherm","ladder_Patient","income_Patient","idRecall_1","idRecall_2","idRecall_3","load_Effort_1","load_Difficulty_1","gender_Self_5_TEXT","race_Self_6_TEXT","race_Self_7_TEXT","income_Youth","Patient2Name","Condition","Patient2","aid","cogLoad","loadCondition","incapable","deserve","difficult","busy","intelligent","notes","loadSum","loadMean","manipulationCheck_m","manipulationCheck_f","Gender","SES","jobTitle","jobTitle_6_TEXT","specialtyField","ladder_Childhood","politics_Own","yearsWork_1","specialty","jobTitle.1","yearsWorkCurrent_1","workWhere","workInsurancePercent_1","trainingDegree","trainingWhere","trainingWhere_US","trainingWhere_notUS","ref","Race"
"22",22,"R_1eF7mRfDe5Beg6X",0,"middle-age","working",3,3,3,3,2,4,2,1,1,"He may have a job based on his attire, so I would be concerned about that","I would prescribe the same medication. There is no way to know If it works if he did not take it","man","middle-age","working",7,1,5,3,"Dave",3,2,2,2,4,2,4,18,"Female","",1,"","",7,NA,NA,2,NA,NA,3,4,"White High SES","White","High SES",3,3,6,"White/Caucasian",NA,NA,1,1,1,1,2,7,8,2,1,"He did not try the treatment in the first place, so I recommend he try it again.",5,3,4,4,3,3,2,4,2,NA,-0.967786967777167,NA,0.676188372795239,0.600432672459535,1.27662104525477,3.25,3.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",23,"R_2B5O4QqfujH43y1",0,"man","beard",3,3,3,3,3,4,4,4,4,"Figuring out the cause of his pain and the most accessible/realistic path for treatment.","I would say that I cannot make progress with him if he does not does his part by putting in the effort to following through on the treatment. ","complacent","man","pained",5,3,4,2,"Dave",2,2,2,3,3,2,4,20,"Female","",2,"","",7,4,4,3,4,4,3,3,"White Low SES","White","Low SES",3,3,6,"Asian/Asian American","$50,001 - $75,000",4,1,1,1,1,1,7,8,2,1,"He has localized pain to an area on his back so trying a topical treatment just to that area would be my top recommendation. Then, acetaminophen would be my second choice to deal with generalized pain as well.",4,3,3,2,2,3,3,4,2,-0.0708220432072401,0.946280590715452,0.875458547508212,-0.0701440220741951,-0.917642386211743,-0.987786408285938,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",24,"R_2B5O4QqfujH43y1",0,"man","beard",3,3,3,3,3,4,4,4,4,"Figuring out the cause of his pain and the most accessible/realistic path for treatment.","I would say that I cannot make progress with him if he does not does his part by putting in the effort to following through on the treatment. ","complacent","man","pained",5,3,4,2,"Dave",2,2,2,3,3,2,4,20,"Female","",2,"","",7,4,4,3,4,4,3,3,"White Low SES","White","Low SES",3,3,6,"Asian/Asian American","$50,001 - $75,000",4,1,1,1,1,2,7,8,2,1,"He did not even try the medication I recommended last time, so I would advise he still try them before I change the prescriptions. ",4,3,3,2,3,4,2,3,2,-0.0708220432072401,0.946280590715452,0.875458547508212,-0.0701440220741951,-0.917642386211743,-0.987786408285938,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",25,"R_3DpPJmOMHYXOAnV",0,"pain","back",2,3,5,5,3,4,4,1,1,"Health insurance","Ask him if there are any changes we can make to ensure he remembers to use the treatments as advised, find a solution to that works with Dave's environment and schedule","man","pain","back",5,4,2,2,"Dave",4,2,4,2,2,2,2,21,"Female","",2,"","",7,1,7,2,4,4,2,5,"Black Low SES","Black","Low SES",1,1,2,"Asian/Asian American","less than $15,000",4,1,1,2,1,1,7,8,2,1,"If the pain is mild, I believe the best thing to do is use some sort of treatment and mild over the counter medication before using stronger medications.",3,3,3,4,1,1,3,5,5,-1.41816823105229,-0.967786967777167,-2.38595519882946,-1.56280881181306,-0.917642386211743,-2.48045119802481,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",26,"R_3DpPJmOMHYXOAnV",0,"pain","back",2,3,5,5,3,4,4,1,1,"Health insurance","Ask him if there are any changes we can make to ensure he remembers to use the treatments as advised, find a solution to that works with Dave's environment and schedule","man","pain","back",5,4,2,2,"Dave",4,2,4,2,2,2,2,21,"Female","",2,"","",7,1,7,2,4,4,2,5,"Black Low SES","Black","Low SES",1,1,2,"Asian/Asian American","less than $15,000",4,1,1,2,1,2,6,8,3,1.5,"Topical agent helps soothe pain to supplement the stronger medication in tier 2",3,3,3,3,3,3,3,4,5,-1.41816823105229,-0.967786967777167,-2.38595519882946,-1.56280881181306,-0.917642386211743,-2.48045119802481,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",27,"R_1GwflsYcNJEZ087",0,"healthy","middle-class",3,2,3,4,1,2,2,2,2,"whether he would comply with taking medication consistently ","emphasize the importance of consistency because the medications themselves will not magically work ","busy","unmotivated","carefree",7,1,5,3,"Dave",6,4,4,4,2,4,3,21,"Female","",2,"","",3,1,4,3,3,2,3,4,"White High SES","White","High SES",3,2,5,"Asian/Asian American","less than $15,000",2.5,1,1,2,1,1,7,8,2,1,"I refrain from prescribing opioids due to likelihood of addiction ",3,2,5,4,1,2,4,5,2,-1.41816823105229,0.946280590715452,-0.471887640336841,0.676188372795239,0.600432672459535,1.27662104525477,3.5,3.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",28,"R_1GwflsYcNJEZ087",0,"healthy","middle-class",3,2,3,4,1,2,2,2,2,"whether he would comply with taking medication consistently ","emphasize the importance of consistency because the medications themselves will not magically work ","busy","unmotivated","carefree",7,1,5,3,"Dave",6,4,4,4,2,4,3,21,"Female","",2,"","",3,1,4,3,3,2,3,4,"White High SES","White","High SES",3,2,5,"Asian/Asian American","less than $15,000",2.5,1,1,2,1,2,5,7,3,1.5,"I continued to give him acetaminophen for pain reflief, and prescribed a weak opioid, hoping that he will be consistent with my suggested treatment plan and he won't need any stronger opioids ",4,2,4,3,2,3,2,5,2,-1.41816823105229,0.946280590715452,-0.471887640336841,0.676188372795239,0.600432672459535,1.27662104525477,3.5,3.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",29,"R_1mCT4AHc1eexht0",0,"healthy","male",2,3,3,3,3,4,4,4,4,"","","skinny","healthy","male",6,3,2,2,"Dave",5,4,4,4,3,3,3,22,"Female","",4,"","",7,2,3,3,2,2,2,3,"White Low SES","White","Low SES",3,3,6,"Hispanic/Latinx","$15,000 - $30,000",2,1,1,4,2,1,7,8,2,1,"",2,3,4,4,1,3,4,5,2,-0.969052835103942,0.946280590715452,-0.0227722443884903,-1.56280881181306,-0.917642386211743,-2.48045119802481,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",30,"R_1mCT4AHc1eexht0",0,"healthy","male",2,3,3,3,3,4,4,4,4,"","","skinny","healthy","male",6,3,2,2,"Dave",5,4,4,4,3,3,3,22,"Female","",4,"","",7,2,3,3,2,2,2,3,"White Low SES","White","Low SES",3,3,6,"Hispanic/Latinx","$15,000 - $30,000",2,1,1,4,2,2,1,6,6,3,"",2,3,NA,4,1,4,4,5,3,-0.969052835103942,0.946280590715452,-0.0227722443884903,-1.56280881181306,-0.917642386211743,-2.48045119802481,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",31,"R_W1Binppv460pKrT",4.352,"Black","Male",2,4,5,5,1,4,4,4,4,"Treatment works with his work-life balance","Keep medication the same, but really emphasize that he needs to actually use the medication he has","Busy","Black","Male",7,1,5,3,"Dave",7,5,5,5,1,5,1,22,"Female","",6,"white/asian","",7,6,6,3,4,3,2,5,"Black High SES","Black","High SES",1,1,2,"Multiracial","$100,001 - $150,000",3.5,1,1,2,1,1,7,8,2,1,"Do not want to overprescribe opioids as they are highly addictive",4,1,5,1,1,1,4,5,4,0.827408748689462,0.946280590715452,1.77368933940491,0.676188372795239,0.600432672459535,1.27662104525477,4.75,4.75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",32,"R_W1Binppv460pKrT",4.352,"Black","Male",2,4,5,5,1,4,4,4,4,"Treatment works with his work-life balance","Keep medication the same, but really emphasize that he needs to actually use the medication he has","Busy","Black","Male",7,1,5,3,"Dave",7,5,5,5,1,5,1,22,"Female","",6,"white/asian","",7,6,6,3,4,3,2,5,"Black High SES","Black","High SES",1,1,2,"Multiracial","$100,001 - $150,000",3.5,1,1,2,1,2,6,8,3,1.5,"Elevating level of care to match his busy-ness level but don't want to overprescribe addictive medicine",4,2,5,1,1,4,4,5,2,0.827408748689462,0.946280590715452,1.77368933940491,0.676188372795239,0.600432672459535,1.27662104525477,4.75,4.75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",33,"R_018A4VHm2oY1nfX",0,"pain","lower",2,4,4,4,4,2,2,2,2,"To make his pain go away","Telling him the importance of following as I say to eliminate his back pain. If not, he will continue with his pain. ","unmotivated","lazy","careless",7,2,5,3,"Dave",1,1,1,1,1,1,4,21,"Female","",4,"","",10,7,7,2,4,4,4,5,"White Low SES","White","Low SES",2,2,4,"Hispanic/Latinx","greater than $150,000",4,2,2,2,2,1,5,6,4,2,"Because it didn't seem as a life or death pain. But also not as if he was exagerating. Somewhat mild.",5,2,5,2,2,4,1,5,3,1.27652414463781,-0.967786967777167,0.308737176860646,0.676188372795239,0.600432672459535,1.27662104525477,3.5,3.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",34,"R_018A4VHm2oY1nfX",0,"pain","lower",2,4,4,4,4,2,2,2,2,"To make his pain go away","Telling him the importance of following as I say to eliminate his back pain. If not, he will continue with his pain. ","unmotivated","lazy","careless",7,2,5,3,"Dave",1,1,1,1,1,1,4,21,"Female","",4,"","",10,7,7,2,4,4,4,5,"White Low SES","White","Low SES",2,2,4,"Hispanic/Latinx","greater than $150,000",4,2,2,2,2,2,5,6,4,2,"Because if he follows my recomendations he will eventually get better. No need for changing the dose.",5,2,5,1,4,5,1,5,3,1.27652414463781,-0.967786967777167,0.308737176860646,0.676188372795239,0.600432672459535,1.27662104525477,3.5,3.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",35,"R_1op3rKB5IqZWloS",0,"African American / Black","Man",4,3,4,4,1,4,3,1,1,"In general, it is important for doctors to consider how racial and ethnic backgrounds so not allign with protocol that is based off of mainly white people's health statistics. My biggest concern would be overlooking something that is common to certain ethnic communities. ","If I do not feel comfortable treating Dave since they cannot follow my treatment plan, I would refer them to a colleague who might be able to connect and communicate with Dave better than I am. ","Stressed","Overwhelmed","Confused",5,4,4,3,"Dave",4,2,5,5,1,5,1,21,"Female","",2,"","",8,1,7,3,3,3,2,4,"Black Low SES","Black","Low SES",2,2,4,"Asian/Asian American","less than $15,000",3,2,1,2,2,1,5,7,3,1.5,"It seemed like the patient was in a lot of pain, so the stronger medication would be for when the pain is at a max, and then acetaminophen for when the patient needs a mild pain medication. Both types of pain medicines at different levels so the patient can judge for themselves. ",5,3,4,4,2,1,3,5,5,-1.41816823105229,0.946280590715452,-0.471887640336841,-0.0701440220741951,0.600432672459535,0.53028865038534,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",36,"R_1op3rKB5IqZWloS",0,"African American / Black","Man",4,3,4,4,1,4,3,1,1,"In general, it is important for doctors to consider how racial and ethnic backgrounds so not allign with protocol that is based off of mainly white people's health statistics. My biggest concern would be overlooking something that is common to certain ethnic communities. ","If I do not feel comfortable treating Dave since they cannot follow my treatment plan, I would refer them to a colleague who might be able to connect and communicate with Dave better than I am. ","Stressed","Overwhelmed","Confused",5,4,4,3,"Dave",4,2,5,5,1,5,1,21,"Female","",2,"","",8,1,7,3,3,3,2,4,"Black Low SES","Black","Low SES",2,2,4,"Asian/Asian American","less than $15,000",3,2,1,2,2,2,5,6,4,2,"Since the patient did not follow the plan from before, I would like for them to try it again. ",5,3,2,2,4,2,3,5,2,-1.41816823105229,0.946280590715452,-0.471887640336841,-0.0701440220741951,0.600432672459535,0.53028865038534,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",37,"R_yIU7viEfRUASxrj",0,"lower back","sharp pain",4,2,4,5,1,4,4,1,4,"My biggest concern is that he receives the necessary treatment that he can afford and has equal access to. ","I would give the same treatment however I would be more clear with treatment plan and maybe get in contact with a family member/significant other to ensure Dave is following the treatment given.","busy","unmotivated","stalemate",7,2,4,3,"Dave",4,4,4,3,1,3,1,19,"Female","",2,"","",7,1,7,2,4,3,2,4,"Black High SES","Black","High SES",2,1,3,"Asian/Asian American","less than $15,000",3.5,2,1,2,1,1,6,8,3,1.5,"I made those recommendations because without a better diagnosis, surgery should never truly be the first option. Also, the stronger opioids could lead to addiction, and we do not really know the pain tolerance of the patient. In turn, I choose the gel as it is easily accessible and can be put on quickly, and the weak opioid for his pain management. ",4,2,5,2,1,4,1,5,4,-1.41816823105229,-0.967786967777167,-2.38595519882946,-0.0701440220741951,0.600432672459535,0.53028865038534,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",38,"R_yIU7viEfRUASxrj",0,"lower back","sharp pain",4,2,4,5,1,4,4,1,4,"My biggest concern is that he receives the necessary treatment that he can afford and has equal access to. ","I would give the same treatment however I would be more clear with treatment plan and maybe get in contact with a family member/significant other to ensure Dave is following the treatment given.","busy","unmotivated","stalemate",7,2,4,3,"Dave",4,4,4,3,1,3,1,19,"Female","",2,"","",7,1,7,2,4,3,2,4,"Black High SES","Black","High SES",2,1,3,"Asian/Asian American","less than $15,000",3.5,2,1,2,1,2,5,8,3,1.5,"I made the same recommendations as before as Dave was not consistent with his treatment. We can not be sure if the treatment given even works if Dave does not actively use it everyday. ",1,2,5,1,1,4,1,5,2,-1.41816823105229,-0.967786967777167,-2.38595519882946,-0.0701440220741951,0.600432672459535,0.53028865038534,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",39,"R_1MZnw9HLYJECM3O",0,"Impatient","Outgoing",2,2,5,2,5,2,1,2,3,"With physical pain I would be unable to really understand what the cause is and would need to look at it and look for anything related","I would note that it seems his pain has lessened or that my treatment for him is complete but he can stay in touch with our office if anything changes","Busy","Arrogant ","absent-minded",7,2,6,3,"Dave",3,4,5,4,1,5,2,21,"Female","",1,"","",7,7,7,2,3,2,2,4,"White High SES","White","High SES",1,4,5,"White/Caucasian","greater than $150,000",2.5,2,1,1,1,1,5,7,3,1.5,"If Dave's pain was severe or significant enough to impede his schedule, he would likely schedule an appointment with an in-person doctor realizing that it hurts a lot and should be looked at / treated soon",5,4,4,1,1,4,2,2,2,1.27652414463781,-0.967786967777167,0.308737176860646,1.42252076766467,0.600432672459535,2.02295344012421,2.5,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",40,"R_1MZnw9HLYJECM3O",0,"Impatient","Outgoing",2,2,5,2,5,2,1,2,3,"With physical pain I would be unable to really understand what the cause is and would need to look at it and look for anything related","I would note that it seems his pain has lessened or that my treatment for him is complete but he can stay in touch with our office if anything changes","Busy","Arrogant ","absent-minded",7,2,6,3,"Dave",3,4,5,4,1,5,2,21,"Female","",1,"","",7,7,7,2,3,2,2,4,"White High SES","White","High SES",1,4,5,"White/Caucasian","greater than $150,000",2.5,2,1,1,1,2,7,8,2,1,"If he was experiencing significant pain he wouldn't have had to find time to take them he would have been motivated to in order to relieve the pain",5,4,4,1,5,4,1,1,1,1.27652414463781,-0.967786967777167,0.308737176860646,1.42252076766467,0.600432672459535,2.02295344012421,2.5,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",41,"R_27v5BAaOCqxUfkE",0,"stern ","pain ",3,4,5,2,5,3,1,1,2,"Have him touch certain areas on his shoulder and rate the pain, to see where it is originating. 
Biggest concern would be that he would not be able to work with this pain. ","I would say that he needs to try my recommendations and exercises, with the pain medication before we move forward with anything. ","stubborn","shady","lazy",8,1,6,3,"Dave",3,2,3,2,4,2,4,21,"Female","",1,"","",7,6,6,2,3,4,2,4,"White High SES","White","High SES",1,4,5,"White/Caucasian","$100,001 - $150,000",3.5,1,1,2,1,1,7,8,2,1,"I am aware of the opioid epidemic and do not prescribe it willy nilly. So my first choice is to start with lower level pain medication. ",5,3,2,4,1,3,2,4,2,0.827408748689462,-0.967786967777167,-0.140378219087705,1.42252076766467,0.600432672459535,2.02295344012421,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",42,"R_27v5BAaOCqxUfkE",0,"stern ","pain ",3,4,5,2,5,3,1,1,2,"Have him touch certain areas on his shoulder and rate the pain, to see where it is originating. 
Biggest concern would be that he would not be able to work with this pain. ","I would say that he needs to try my recommendations and exercises, with the pain medication before we move forward with anything. ","stubborn","shady","lazy",8,1,6,3,"Dave",3,2,3,2,4,2,4,21,"Female","",1,"","",7,6,6,2,3,4,2,4,"White High SES","White","High SES",1,4,5,"White/Caucasian","$100,001 - $150,000",3.5,1,1,2,1,2,6,8,3,1.5,"I added a weaker opioid so that Dave could get stronger pain relief. ",5,3,2,2,3,4,2,3,2,0.827408748689462,-0.967786967777167,-0.140378219087705,1.42252076766467,0.600432672459535,2.02295344012421,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",43,"R_2EEqaPzihClqwmF",0,"young","fit",4,2,4,3,2,4,4,2,4,"Costs of treatment","I would have a serious talk before prescribing more","young","male","fit",5,2,4,2,"Dave",2,3,3,2,2,2,4,21,"Female","",6,"White and Asian","",7,4,4,2,3,3,3,4,"Black Low SES","Black","Low SES",2,3,5,"Multiracial","$50,001 - $75,000",3,3,1,3,1,1,4,8,4,2,"One for topographical treatment, one strong pain med (as his pain seemed decently severe)",5,2,5,4,2,2,4,5,4,-0.0708220432072401,-0.967786967777167,-1.03860901098441,-0.0701440220741951,-0.917642386211743,-0.987786408285938,3.25,3.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
